Total Exports|Annual Data,,,,,,,,,
Data Row Count,17773,,,,,,,,
Data Type,HTS Number,Description,Country,2020,2021,2022,2023,2024,2025
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Burkina Faso,0.00,31780.00,0.00,0.00,11793.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Cambodia,473111.00,402395.00,157635.00,149957.00,182315.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Cameroon,46247.00,38262.00,150663.00,70833.00,176414.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Canada,309075507.00,342054740.00,366923842.00,353964063.00,347081102.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Cayman Islands,79335.00,185138.00,266288.00,889881.00,295280.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Central African Republic,0.00,0.00,0.00,4511.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Chad,0.00,92565.00,0.00,0.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Chile,9230032.00,11860555.00,10635498.00,13916948.00,8706049.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",China,92222274.00,95550994.00,99678124.00,59188429.00,61445613.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Christmas Island,0.00,0.00,148764.00,6824.00,8406.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Cocos (Keeling) Islands,0.00,0.00,0.00,0.00,16905.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Colombia,10595208.00,11653081.00,12090656.00,19439458.00,9838188.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Costa Rica,12099344.00,11753034.00,17579115.00,17886702.00,15345071.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Croatia,45657.00,48303.00,43537.00,62716.00,60564.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Cuba,7168.00,0.00,0.00,0.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Curaçao,40372.00,23056.00,87354.00,7259.00,14981.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Cyprus,9805.00,8052.00,0.00,5304.00,14314.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Czechia (Czech Republic),2662767.00,3586573.00,3754709.00,3625036.00,4741111.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Côte d`Ivoire,172192.00,26202.00,23972.00,32736.00,146324.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Democratic Republic of the Congo,13599.00,10877.00,115709.00,581939.00,636002.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Denmark,738427.00,2995779.00,3948645.00,3004687.00,3659002.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Djibouti,0.00,12310.00,0.00,13500.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Dominica,98713.00,92845.00,70824.00,157127.00,3875.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Dominican Republic,21195306.00,12275500.00,13920307.00,9916952.00,11957570.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Ecuador,4222903.00,4813789.00,5014081.00,5276182.00,4382044.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Egypt,1303945.00,2297307.00,1270158.00,988521.00,1239654.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",El Salvador,4094170.00,7838297.00,7188483.00,3980380.00,5046842.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Equatorial Guinea,117711.00,172966.00,130966.00,156539.00,105506.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Eritrea,0.00,26898.00,340516.00,83317.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Estonia,49346.00,274148.00,242893.00,307607.00,185419.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Ethiopia,45792.00,115293.00,49685.00,1763417.00,241458.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Fiji,6201.00,29419.00,53143.00,12574.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Finland,747785.00,837415.00,644234.00,1955718.00,690451.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",France,9577554.00,9705048.00,13107171.00,11207695.00,9970541.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",French Polynesia,33800.00,19695.00,15971.00,31704.00,68693.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Gabon,8362.00,78655.00,102646.00,219299.00,157422.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Gambia,0.00,0.00,122330.00,21350.00,14000.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Georgia,29248.00,6329.00,106704.00,30358.00,16033.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Germany,56411796.00,73174941.00,71568015.00,71395181.00,64444369.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Ghana,317263.00,444978.00,376528.00,320195.00,307033.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Gibraltar,0.00,0.00,0.00,0.00,84296.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Greece,437121.00,689179.00,433043.00,521595.00,814585.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Greenland,0.00,0.00,2729.00,3406.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Grenada,14584.00,27935.00,81695.00,13997.00,37570.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Guadeloupe,55083.00,40430.00,0.00,30873.00,4856.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Guatemala,13645931.00,5255775.00,10718093.00,6892732.00,9964240.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Guinea,32274.00,79354.00,0.00,25000.00,35000.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Guyana,315619.00,113473.00,197356.00,155769.00,244863.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Haiti,3514530.00,358056.00,379216.00,641406.00,1149314.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Honduras,6947554.00,12811730.00,10378703.00,25822359.00,35793899.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Hong Kong,22145796.00,24556151.00,23839040.00,20036008.00,22161930.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Hungary,2471742.00,2161332.00,3083859.00,2422293.00,2140225.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Iceland,266140.00,226791.00,175801.00,96110.00,102211.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",India,16704640.00,17760649.00,24874580.00,22190292.00,23795036.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Indonesia,4858165.00,5308899.00,6364721.00,6758410.00,43664641.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Iraq,422569.00,409000.00,1299335.00,256368.00,943789.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Ireland,2971320.00,3498447.00,3292166.00,1824784.00,2103202.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Israel,1870908.00,2699316.00,2851877.00,4207911.00,5560196.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Italy,9646989.00,8598769.00,9981845.00,11736607.00,10964989.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Jamaica,1673349.00,1049094.00,1140854.00,1104808.00,967566.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Japan,35910382.00,40462028.00,45604892.00,31956995.00,28851454.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Jordan,181205.00,1165740.00,232756.00,781104.00,455761.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Kazakhstan,305441.00,188944.00,362201.00,793974.00,373605.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Kenya,178791.00,145453.00,94993.00,358659.00,267020.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Kuwait,1108289.00,1047715.00,763830.00,754388.00,941317.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Kyrgyzstan,11820.00,56497.00,23915.00,144879.00,104180.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Laos,100700.00,155234.00,27646.00,0.00,39886.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Latvia,284773.00,178659.00,105531.00,153431.00,220727.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Lebanon,96193.00,130250.00,2253624.00,237172.00,171740.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Liberia,40000.00,17231.00,14992.00,8416.00,53213.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Libya,666314.00,218512.00,96527.00,148500.00,87428.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Lithuania,406385.00,598733.00,3475013.00,555207.00,1073765.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Luxembourg,167869.00,121519.00,100641.00,371143.00,9986.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Macau,183345.00,39211.00,79347.00,153128.00,101905.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Madagascar,18487.00,29180.00,160866.00,37410.00,57051.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Malaysia,9702901.00,10413128.00,10400476.00,9462169.00,9384476.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Maldives,24812.00,58593.00,96277.00,3802.00,80192.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mali,0.00,4050.00,31432.00,0.00,74727.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Malta,120944.00,122682.00,90349.00,57053.00,21527.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Marshall Islands,0.00,4232.00,0.00,0.00,38567.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Martinique,33699.00,7380.00,14956.00,0.00,3950.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mauritania,13595.00,35190.00,4440.00,46170.00,163872.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mauritius,31862.00,13618.00,10843.00,73606.00,59258.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mayotte,0.00,0.00,80851.00,0.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mexico,915181389.00,1031066406.00,1123696402.00,1015940840.00,901999623.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Micronesia,13665.00,3463.00,18006.00,0.00,50294.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Moldova,0.00,7810.00,0.00,4215.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mongolia,71276.00,12467.00,11743.00,7039.00,32315.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Montenegro,4896.00,0.00,0.00,0.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Montserrat ,0.00,0.00,0.00,0.00,34650.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Morocco,679745.00,661824.00,637967.00,567405.00,798627.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Mozambique,15083.00,4603.00,18530.00,31762.00,23355.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Myanmar (Burma),258867.00,425348.00,214086.00,60874.00,4800.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Namibia,44309.00,3926.00,3522.00,0.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Nepal,0.00,9035.00,0.00,0.00,2581.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Netherlands,19096807.00,19910311.00,16758555.00,12007595.00,22470425.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",New Caledonia,48943.00,0.00,3272.00,8467.00,14602.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",New Zealand,4841159.00,4524379.00,4500826.00,3084864.00,3165126.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Nicaragua,3485906.00,4806921.00,4918012.00,7636928.00,20855599.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Niger,3858.00,17990.00,0.00,10633.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Nigeria,2653097.00,2658104.00,1141231.00,1741207.00,2003552.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",North Macedonia,5000.00,93919.00,80284.00,62645.00,38116.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Norway,1050106.00,366584.00,731613.00,355869.00,510249.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Oman,1502765.00,1148481.00,1096087.00,1186986.00,861089.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Pakistan,605617.00,621653.00,631351.00,572422.00,1323417.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Panama,546795.00,1445232.00,777348.00,5531036.00,5326426.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Papua New Guinea,43922.00,76243.00,196242.00,126560.00,421048.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Paraguay,188575.00,303808.00,120045.00,307147.00,415881.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Peru,8007600.00,11065816.00,14163573.00,11969184.00,7009864.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Philippines,3606811.00,3789985.00,2830006.00,2984065.00,2347716.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Poland,9469310.00,11428265.00,12541416.00,9283935.00,16115267.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Portugal,387363.00,831448.00,528982.00,610054.00,1119417.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Qatar,2268572.00,2093215.00,1873695.00,6568148.00,3712551.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Republic of the Congo,0.00,158245.00,16616.00,295144.00,120543.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Romania,1053127.00,1281894.00,2464248.00,2126082.00,2337650.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Russia,1912260.00,3897331.00,1077771.00,302478.00,306299.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Saint Kitts and Nevis,38100.00,90822.00,70269.00,36857.00,25755.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Saint Lucia,34161.00,4206.00,55047.00,35330.00,103463.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Saint Vincent and the Grenadines,19397.00,22915.00,29566.00,18719.00,239881.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Samoa,7532.00,0.00,0.00,0.00,0.00,0.00
FAS Value,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Saudi Arabia,12849823.00,6942844.00,6767439.00,8187839.00,13664060.00,0.00
