General Imports|Annual Data,,,,,,,,,
Data Row Count,14176,,,,,,,,
Data Type,HTS Number,Description,Country,2020,2021,2022,2023,2024,2025
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Switzerland,893460.00,1404397.00,1548320.00,1394761.00,1088653.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Syria,0.00,1.00,0.00,0.00,0.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",São Tomé and Príncipe,0.00,0.00,75.00,0.00,0.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Taiwan,3613516.00,6189478.00,8589036.00,3386254.00,3570730.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Tanzania,0.00,0.00,0.00,329.00,40.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Thailand,986070.00,2224208.00,2475083.00,1219648.00,1310817.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Tonga,0.00,31.00,0.00,0.00,0.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Trinidad and Tobago,5700.00,0.00,0.00,81.00,0.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Tunisia,55.00,1715.00,897.00,958.00,183.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Turkey,1002805.00,1395841.00,1542156.00,1376456.00,1768077.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Ukraine,1007.00,183.00,1688.00,0.00,3134.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",United Arab Emirates,254176.00,382323.00,620118.00,1190318.00,2237175.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",United Kingdom,2317630.00,2211777.00,3486849.00,2278509.00,2064522.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Uzbekistan,0.00,0.00,0.00,0.00,5.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Vietnam,9830377.00,32301884.00,31720630.00,15530696.00,22397224.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Zambia,0.00,0.00,0.00,0.00,44.00,0.00
General Import Charges,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",Zimbabwe,0.00,0.00,0.00,75.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Argentina,3138.00,10000.00,87378.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Australia,93039.00,73349.00,61678.00,76009.00,182460.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Austria,132007.00,194512.00,220319.00,402234.00,163813.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Bangladesh,2621.00,1080.00,5283.00,1.00,150.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Belgium,115969.00,62921.00,38923.00,84116.00,85633.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Bosnia and Herzegovina,0.00,0.00,2479.00,0.00,12.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Brazil,429419.00,548126.00,503950.00,165323.00,189643.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Bulgaria,10531.00,12608.00,21861.00,20876.00,7504.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Cambodia,29197.00,87730.00,484537.00,154273.00,133814.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Cameroon,184.00,28.00,0.00,0.00,67.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Canada,1040328.00,752253.00,574809.00,662959.00,484305.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Chile,217.00,3460.00,526.00,34.00,20.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,China,20976657.00,32969226.00,33313885.00,16774275.00,17350942.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Colombia,54649.00,39507.00,29715.00,58282.00,39556.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Costa Rica,0.00,2375.00,500.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Czechia (Czech Republic),58982.00,48687.00,122993.00,13726.00,7579.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Côte d`Ivoire,221.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Denmark,12546.00,20860.00,38334.00,11452.00,2522.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Dominican Republic,44426.00,5089.00,12061.00,1965.00,1598.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Ecuador,0.00,0.00,1.00,0.00,4353.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Egypt,14681.00,62758.00,45447.00,30875.00,18638.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,El Salvador,82670.00,142078.00,78830.00,185737.00,163514.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Eswatini (Swaziland),0.00,0.00,0.00,5.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Ethiopia,0.00,0.00,0.00,1384.00,11875.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Fiji,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Finland,92820.00,116608.00,145627.00,157684.00,168768.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,France,106384.00,208608.00,245667.00,132147.00,146836.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Georgia,0.00,0.00,0.00,73.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Germany,1051126.00,1299822.00,1805158.00,1375808.00,912218.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Ghana,0.00,111.00,651.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Greece,15855.00,18074.00,6516.00,8088.00,23956.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Guatemala,9655.00,22324.00,26052.00,47595.00,27576.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Haiti,0.00,482.00,178.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Honduras,33974.00,26367.00,9361.00,20314.00,22622.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Hong Kong,52957.00,97649.00,55162.00,13382.00,21382.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Hungary,27995.00,28500.00,40631.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Iceland,0.00,0.00,0.00,0.00,2.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,India,4146222.00,12141474.00,11161389.00,2818888.00,4023102.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Indonesia,152826.00,285829.00,105460.00,49558.00,479964.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Ireland,9450.00,1157.00,291.00,7921.00,75.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Israel,3284454.00,3486405.00,9155839.00,4090775.00,3963087.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Italy,2000916.00,3090107.00,2535965.00,2138615.00,2029900.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Japan,317405.00,582039.00,877129.00,556692.00,473942.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Jordan,0.00,314.00,48.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Kenya,0.00,0.00,0.00,1301.00,75.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Kuwait,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Laos,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Latvia,0.00,601.00,0.00,2032.00,1866.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Lebanon,296.00,1120.00,2717.00,9080.00,12152.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Lesotho,0.00,0.00,0.00,2000.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Lithuania,657.00,1384.00,30929.00,12784.00,3039.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Luxembourg,0.00,0.00,0.00,0.00,310.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Macau,0.00,0.00,55.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Madagascar,0.00,159.00,0.00,16.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Malaysia,910.00,14087.00,3676.00,5635.00,7599.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Malta,278982.00,162600.00,439282.00,298745.00,276540.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Mexico,214477.00,297468.00,370721.00,492260.00,457647.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Monaco,0.00,0.00,0.00,0.00,7.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Mongolia,75.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Montenegro,0.00,0.00,241.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Morocco,1300.00,0.00,1047.00,478.00,414.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Myanmar (Burma),1570.00,774.00,4281.00,4324.00,885.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Nepal,107.00,134.00,4054.00,2312.00,1286.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Netherlands,80202.00,62210.00,48796.00,49442.00,43878.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,New Zealand,1269.00,7150.00,864.00,338.00,1895.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Nicaragua,3298.00,321.00,3635.00,0.00,8392.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Niger,158.00,196.00,232.00,72.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Nigeria,556.00,4665.00,177.00,1.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Niue,0.00,0.00,0.00,19.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Norway,0.00,0.00,623.00,1487.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Pakistan,166025.00,236987.00,221678.00,125172.00,100598.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Peru,33766.00,17163.00,51309.00,20579.00,18564.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Philippines,2466.00,5461.00,2821.00,3641.00,20.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Poland,4153.00,3659.00,9281.00,5866.00,2887.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Portugal,645472.00,1093695.00,1791402.00,1423338.00,956217.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Romania,48468.00,210.00,0.00,22.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Russia,0.00,1796.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Samoa,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Saudi Arabia,0.00,163.00,6.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Senegal,5475.00,2623.00,0.00,0.00,2483.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Serbia,0.00,0.00,0.00,0.00,500.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Sierra Leone,0.00,0.00,3565.00,5000.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Singapore,0.00,878.00,0.00,5094.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Sint Maarten,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Slovakia,53919.00,78885.00,69227.00,29716.00,66016.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Slovenia,0.00,66.00,725.00,0.00,4113.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,South Africa,371.00,7209.00,10368.00,1204.00,5611.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,South Korea,6706653.00,10387116.00,13756634.00,5209201.00,5609333.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Spain,268556.00,526426.00,532470.00,360978.00,442908.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Sri Lanka,4596.00,5665.00,1041.00,5535.00,3672.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Sweden,49165.00,75204.00,40866.00,55277.00,42313.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Switzerland,63781.00,45797.00,74765.00,27662.00,25468.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Taiwan,1956542.00,3301195.00,3795656.00,1483096.00,3236699.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Tanzania,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Thailand,406722.00,505744.00,572167.00,241109.00,220207.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Tokelau,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Tunisia,400.00,1.00,360.00,144.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Turkey,680369.00,1073009.00,1145319.00,990400.00,1028644.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Uganda,221.00,40.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Ukraine,64.00,60.00,1666.00,93690.00,14540.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,United Arab Emirates,400.00,0.00,1000.00,37193.00,752.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,United Kingdom,121362.00,266185.00,1593707.00,443812.00,729796.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Uruguay,41.00,573.00,0.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Uzbekistan,1.00,0.00,12000.00,0.00,0.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Vietnam,235386.00,297368.00,307878.00,166814.00,187336.00,0.00
General Import Charges,60,KNITTED OR CROCHETED FABRICS,Yemen,1078.00,0.00,110.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Afghanistan,2005.00,3969.00,658.00,15297.00,7860.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Albania,116058.00,323068.00,262271.00,138630.00,95003.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Algeria,0.00,0.00,8709.00,0.00,70.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Andorra,0.00,0.00,5408.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Angola,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Anguilla,0.00,0.00,0.00,0.00,23.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Antigua and Barbuda,2092.00,0.00,50.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Argentina,7448.00,9849.00,22779.00,30406.00,28692.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Armenia,12623.00,14095.00,19097.00,38849.00,17645.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Aruba,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Australia,136956.00,278677.00,386786.00,304571.00,335609.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Austria,130218.00,119784.00,135490.00,141253.00,193751.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Azerbaijan,0.00,862.00,0.00,0.00,1.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bahamas,9.00,2369.00,1644.00,595.00,248.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bahrain,345.00,438.00,192.00,0.00,146.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bangladesh,65098259.00,137343232.00,182378001.00,107078717.00,129151411.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Barbados,4454.00,1.00,2384.00,221.00,192.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Belarus,7346.00,28768.00,39691.00,12476.00,43180.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Belgium,44234.00,80296.00,97335.00,72030.00,61655.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Belize,0.00,57.00,1.00,432.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Benin,120.00,0.00,0.00,18400.00,89484.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bermuda,15.00,570.00,189.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bolivia,28186.00,66982.00,42243.00,33273.00,33605.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bosnia and Herzegovina,36413.00,72971.00,79627.00,68010.00,67833.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Botswana,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Brazil,499392.00,661797.00,700714.00,766126.00,647765.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",British Indian Ocean Territory,0.00,207.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",British Virgin Islands,0.00,111.00,0.00,1980.00,2984.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Brunei,79425.00,131572.00,234863.00,79626.00,104481.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Bulgaria,863157.00,1406515.00,1504144.00,1141241.00,903555.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Burkina Faso,31.00,660.00,34060.00,0.00,7.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Burundi,2.00,294.00,303.00,39.00,53.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cabo Verde,543.00,0.00,0.00,1312.00,4.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cambodia,74875688.00,133267865.00,140188794.00,74156942.00,98663181.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cameroon,2556.00,1625.00,673.00,8872.00,3160.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Canada,1366901.00,1984487.00,1857312.00,1682487.00,1477322.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cayman Islands,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Chad,88.00,0.00,0.00,0.00,22.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Chile,29423.00,31164.00,4464.00,2611.00,1467.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",China,454220961.00,930508248.00,928316909.00,546716365.00,636601030.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Christmas Island,0.00,0.00,121.00,0.00,31.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cocos (Keeling) Islands,0.00,0.00,902.00,533.00,6.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Colombia,2102208.00,3260254.00,4209612.00,3680816.00,2338462.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Comoros,0.00,22.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cook Islands,3009.00,3045.00,1186.00,1240.00,3.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Costa Rica,264054.00,326781.00,578489.00,476966.00,458896.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Croatia,89031.00,127295.00,190575.00,124520.00,96036.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Curaçao,617.00,103.00,0.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Cyprus,250.00,500.00,94.00,39.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Czechia (Czech Republic),27226.00,78640.00,82030.00,37645.00,35274.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Côte d`Ivoire,148.00,625.00,0.00,0.00,3295.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Democratic Republic of the Congo,0.00,1.00,776.00,231.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Denmark,19250.00,57524.00,42820.00,32935.00,83513.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Djibouti,3690.00,0.00,22865.00,25500.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Dominica,1.00,0.00,612.00,0.00,6.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Dominican Republic,11891753.00,22690682.00,27525136.00,26434586.00,27081532.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Ecuador,272059.00,582860.00,633622.00,594852.00,460862.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Egypt,19723309.00,37797932.00,45565982.00,25639822.00,28457701.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",El Salvador,33075876.00,59631586.00,66361177.00,55938185.00,47550783.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Eritrea,4.00,44.00,1.00,0.00,0.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Estonia,6861.00,18925.00,25218.00,35572.00,21210.00,0.00
General Import Charges,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",Eswatini (Swaziland),39887.00,95558.00,46776.00,34581.00,71160.00,0.00
